"Laufende
Nummer";"Regional-
schlüssel";"Gemeinde-
schlüsselnr.";"Vgem-
schlüssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
23;9185;;;Insgesamt;739.807;4663.1;332.88;403.71;3380.62;3023.33;44857.3;17447.37;1342.37;1553.35;8671.3;76493;90593;94654;47580;23.742041755;4.4826863;103.395466404;127.94366121;5456;8190;3263;7803;5772;25725;20891;17554;846;892;886;958;-66;5977;6766;5170;5559;1207;3586;3242;2235;26;4987;322;4;2433;148;2;1889;136;1;1229;30966;17598;13368;3166;248;14069;6298;3060;7291;19806;63.9604727765937;39361;28215;71.6826300144813;-8409;38;219;399;369;203;60;1288;1250;31923;10976;31490;5094;888;808;76;7527;277589;92118;99.9;90562;98.2;90562;98.2;6603;133.7;125;3048;338;632;264;215;18;31;538;80;216;242;26798;41990;3052;13347;25591;218631;1091;60733;132521;483;411;72;555;10;798;758;529;264;531;994;45492;1505103.428;33085.0133649873;232673.129;5114.59441220434;48226;527.65408054969;1297324;26900.9248123419;92286.592;1127.884;8081.929;30234.878;52674.478;309.64217277;307.277234405;335.742027442;984.663394648;575.711493321;1054.233270027;142.752793959;146.247067002
24;9186;;;Insgesamt;761.1362;5156.21;576.24;464.82;4340.55;3545.79;44159.38;19054.13;1319.89;1042.4;10399.12;88449;116116;124128;63325;40.338500153;6.899996555;116.205954227;163.08169325;7158;10499;4122;10212;7934;35015;27563;21625;1171;1173;1065;1090;83;9836;10911;8369;8482;2429;5314;4803;3134;33;6638;443;3;2721;173;2;2076;145;1;1783;36939;21332;15607;4354;274;15189;9518;4409;7549;26793;72.533095102737;51821;41698;80.4654483703518;-14905;68;286;409;440;162;32;1397;1329;22547;7970;53006;3140;1347;1274;60;9134;612955;118678;99.8;115837;97.4;115837;97.4;5705;123.7;156;1557;377;878;384;275;54;55;794;174;250;370;34910;54181;4063;16811;33307;283472;1846;132795;244304;678;554;124;790;11;955;880;576;400;710;1129;59329;2230974.709;37603.4436616157;379948.454;6404.0933438959;62603;533.377069293096;1898248;30321.9973483699;137970.968;1332.242;11507.604;46373.748;78572.816;307.260595913;314.137149552;322.187688292;1126.229260369;688.443044071;1226.9600431;47.773808829;61.776238959
25;9187;;;Insgesamt;1439.5419;9716.18;631.92;796.66;5079.84;4675.42;69531.95;51072.48;4245.51;2879.65;15888.92;190104;244257;256074;126896;34.702057821;4.837937091;132.058852133;177.885991358;13828;22028;8808;20755;14779;66957;56204;52715;2161;2224;2480;2589;-365;20695;23026;18434;18495;4531;11206;9295;6034;73;13247;917;8;4710;330;6;5023;373;2;3081;77944;40185;37759;9796;719;25901;19985;9287;22052;56030;71.8849430360259;94930;73175;77.0831138733804;-17145;96;450;839;1121;173;10;2689;2593;137827;60196;8962;8017;2908;2626;131;17003;706267;246535;99.3;228204;91.9;228149;91.9;23039;139.3;499;3220;620;1480;585;451;74;60;1256;184;495;577;63558;117590;13512;45793;58285;560790;14348;730276;2355389;1336;1096;240;1473;47;3315;2936;2569;1568;2428;3442;120244;4355237.367;36219.9973969595;739589.881;6150.74249858621;120138;480.990663485098;3425693;28514.6498193744;261490.163;1615.36;27457.254;86342.137;143949.035;308.117222489;316.336776365;332.821327111;1033.043476371;623.546715865;1104.153465073;128.239077699;125.499543379
26;9188;;;Insgesamt;487.7132;4272.05;223.8;623.55;2039.03;1790.95;15841.08;18120.2;6656.62;994.99;7032.79;108889;127133;133621;64772;22.713038048;5.103316999;223.265875213;273.976338398;7203;12418;4462;9651;6435;34514;28570;30368;1064;1104;1151;1260;-156;11132;12467;10025;10589;1878;7349;6636;3577;29;7628;531;3;2391;148;6;5092;381;1;1595;45731;23949;21782;7215;197;13086;8837;11494;12117;36472;79.7533401849949;45071;35830;79.4967939473275;642;15;58;96;131;65;21;386;371;12077;4761;1334;1492;1818;1559;58;8369;475960;129572;99.8;128832;99.3;128832;99.3;11044;139.3;145;937;313;574;211;160;29;22;380;54;125;201;33386;64147;8560;25386;30201;298090;4433;280032;693995;685;560;125;684;12;1050;972;672;290;859;968;66336;3702050.299;55807.5599825133;867794.732;13081.8067414375;62676;481.075811886432;2518652;40185.2702788946;201149.869;359.789;18102.849;73729.378;107986.153;280.848190589;307.972039179;294.992149988;1521.695380821;1060.531992314;1739.258215572;3.634740198;1.736215905
27;9189;;;Insgesamt;1534.001;7487.72;529.88;812.88;4480.42;4222.71;68088.9;57232.89;10407.12;4360.29;13011.53;145408;168509;174162;85999;19.774702905;3.354716959;94.790091265;113.534550196;8689;14141;5701;14367;10100;43697;38463;39004;1447;1498;1730;2012;-514;12674;13423;10815;10760;2663;6437;5689;3730;56;9258;631;5;3582;223;7;4163;340;3;4047;63145;34494;28651;5893;554;27293;14125;6390;14781;42758;67.7139916066197;65203;44851;68.7867122678404;-2093;63;420;725;982;198;24;2412;2349;116999;46049;44344;3661;1625;1493;94;20073;949598;168232;99;157350;92.6;157350;92.6;14257;135.9;230;2448;336;915;332;250;40;42;704;79;275;350;45286;84635;9134;33214;42287;411908;18428;643408;2659313;1042;860;182;1187;26;1948;1754;1315;1009;1664;2299;83117;2748200.957;33064.2462673099;427417.436;5142.35879543294;84002;492.619677341794;2150848;25604.7236970548;207722.533;1714.705;20130.408;90891.803;92665.898;337.603488841;352.911513571;345.524839486;1201.826746278;848.327784817;1256.00387644;114.123735061;124.996476293
28;9190;;;Insgesamt;966.3683;5146.59;431.77;575.89;3112.4;2928.27;52043.29;31908;2443.42;975.47;9058.38;106374;128761;132906;65974;24.94218512;3.219142442;110.075850865;137.53117336;7222;11498;4533;10758;7511;33862;29599;27923;1159;1194;1279;1392;-198;8815;10159;7923;8261;1898;6632;5350;3265;39;7375;489;4;2926;186;4;3404;257;2;2784;44965;24143;20822;3780;333;20732;8237;4729;10934;30395;67.5970199043701;51210;36657;71.5817223198594;-6262;26;203;441;679;213;15;1577;1551;76852;35470;1016;3578;1322;1405;83;16129;818333;129209;99.5;123455;95;123455;95;11127;124.4;200;1571;284;670;233;188;27;18;388;71;97;220;34149;62071;6861;23802;31408;295978;3265;159885;543275;808;644;164;866;16;1213;1059;964;783;1215;1949;65337;2284034.047;34957.7428868788;376411.1;5761.07106233834;66942;511.312078947771;1882923;28127.6776911356;147768.555;1022.763;15569.906;50372.269;80430.119;330.690537084;343.994715219;342.286471038;1121.719184113;665.534653165;1179.890286486;138.948729551;128.571171583
29;9271;;;Insgesamt;861.3109;5740.11;572.39;340.46;3906.04;3681.2;46521.22;25067.69;2097.79;1885.39;10374.38;101436;114454;116596;57851;14.945384282;1.871494225;117.769444219;135.370540224;5865;9337;3863;9949;7052;30585;27029;22916;906;1023;1226;1352;-329;8040;8905;7425;7706;1199;4060;3733;2562;35;5701;400;5;2478;174;4;2783;241;2;2997;47852;27160;20692;3791;456;19740;9758;6519;11379;33974;70.9980774053331;46779;32862;70.2494709164369;1112;47;364;412;430;183;60;1496;1449;33652;10418;38974;3538;990;948;87;11821;466223;110532;96.1;105145;91.4;105053;91.3;4444;108.2;151;4357;425;786;365;297;41;27;542;-21;200;363;33892;56098;5601;18963;31534;286490;3221;155412;429116;693;591;102;896;19;1436;1322;1252;440;1095;1322;57250;1710956.366;29885.7007161572;247061.08;4315.47737991266;59872;511.70462800735;1441127;24070.132950294;103641.965;1218.64;10999.753;34243.84;57032.337;338.46786244;330.270049869;338.873130949;892.196143417;528.352498601;946.658416907;205.873697714;189.527515363
30;9272;;;Insgesamt;984.145;4703.72;215.58;486.35;3709.16;3642.38;29657.15;56659.28;670.26;2313;9070.95;75564;78172;78122;38921;3.385209888;-0.063961521;76.780978509;79.380175786;3611;6090;2647;6365;4386;19599;19367;16057;614;615;864;951;-336;3911;3865;3364;3338;527;2633;2093;1537;34;3870;280;2;1398;89;3;1763;139;1;982;22751;12125;10626;1294;192;9763;4775;1801;6220;15318;67.3289086194013;29811;22383;75.0830230451847;-7065;35;354;347;326;109;7;1178;1143;40727;17540;711;3408;548;540;57;5878;182734;72225;92.8;71340;91.7;71340;91.7;4278;124.1;131;1656;142;247;143;129;13;1;227;32;51;144;24043;37030;2216;12476;22338;197349;12240;309112;1447467;332;283;49;395;11;725;697;675;266;631;1083;37333;978292.767;26204.5045134332;121267.341;3248.26135054777;38504;485.591414122306;846327;21980.2358196551;55903.401;502.954;6930.735;18685.014;29621.562;336.019508284;342.280492081;351.673687353;717.888342408;455.564644545;749.331030409;295.021667998;309.917281558
31;9273;;;Insgesamt;1065.966;5551.28;747.19;415.63;4676.16;4544.52;49509.38;42358.45;1316.76;2021.75;11072.33;90040;112752;118965;60306;32.124611284;5.510323542;84.467667946;111.602577934;6514;10471;4100;10275;7458;32530;26241;21376;1030;1029;1104;1195;-166;7998;9570;6682;6945;2625;4404;3984;2858;35;6630;454;4;2436;159;3;2674;190;1;1523;36973;20615;16358;3592;455;16472;7532;3628;8886;23798;64.3658886214265;48998;35834;73.1335972896853;-12036;42;245;418;516;209;47;1477;1435;21716;6869;98703;6330;1030;854;73;11392;473451;114435;99.9;112593;98.3;112529;98.3;8105;134.2;141;1518;384;871;369;309;32;28;605;48;222;335;33531;51862;3652;16227;31983;276617;5255;260982;831507;610;499;111;642;11;996;885;648;313;643;1108;55831;1846188.53;33067.4451469614;284699.284;5099.30475900485;59015;521.578124033337;1558779;26413.2678132678;111259.063;1554.92;10699.015;35637.724;63261.464;361.813769177;360.664985881;367.460470337;947.312941156;484.242398699;960.045424745;157.896903638;164.857410189
32;9274;;;Insgesamt;1347.9024;8077.02;805.32;458.18;5780.37;5569.61;85607.48;30808.58;1041.53;2211.76;14720.63;115644;147161;154577;78468;33.6662516;5.03937864;85.795682172;114.679872394;8597;13628;5405;12703;8959;42599;34893;27793;1316;1460;1331;1465;-5;10981;12893;9495;10147;2746;6755;5893;3796;50;8421;552;5;3462;219;3;1881;141;0;0;45137;27676;17461;5235;619;21659;9141;6777;6941;33949;75.2132396924918;63678;52512;82.4649015358522;-18563;58;337;607;874;447;107;2430;2372;80549;19544;371530;8029;1497;1334;97;11738;539609;148671;99.5;133975;89.7;133617;89.4;10383;125.1;223;2350;405;509;489;436;41;12;621;12;144;465;45392;65146;3493;17635;44018;364751;2136;109355;227955;745;628;117;852;17;1165;1126;911;292;724;954;73167;2532870.34;34617.6601473342;396796.138;5423.15713368048;77352;519.898106638527;2129676;27532.2680732237;176791.445;2676.636;14271.872;72056.906;87549.348;330.037767768;321.040078407;343.027214277;1157.246856365;778.415457324;1231.1308577;109.733308497;114.807527385
33;9275;;;Insgesamt;1530.2774;10549.54;1134.5;1128.21;7158.29;6907.88;84304.04;44363.2;2856.2;1533.76;19375.05;162355;184190;188336;93347;16.002586924;2.250936533;106.094963013;123.072901691;9195;14947;6148;15043;10626;48621;44157;39599;1452;1499;2035;2134;-635;10959;13050;9809;10389;2661;7017;6195;4025;65;9696;699;7;3662;237;4;3000;231;1;992;56125;31107;25018;4927;534;24825;13980;4278;12507;38440;68.4899777282851;71749;54079;75.3724790589416;-15639;98;465;632;901;387;77;2560;2462;86575;32118;341880;7125;1575;1465;163;17701;632279;168960;91.3;164734;89;164016;88.6;8055;118.6;267;2644;644;956;533;467;41;25;796;42;232;522;56645;87866;6915;26885;54066;472336;25834;798507;4157133;912;749;163;1071;23;2036;1786;1603;564;1498;1561;88608;2548209.139;28758.2288168111;347879.41;3926.04967948718;91220;486.903980314603;2114216;23177.1102828327;153358.55;2159.434;17611.856;52008.242;81002.749;339.310108592;332.827171861;343.391676115;819.341197715;497.703349308;863.571733103;252.974131663;255.170900346
34;9276;;;Insgesamt;974.914;4169.8;223.73;388.11;3273.15;3043.97;24961.77;62307.41;803.55;1363.88;7959.24;76688;76782;76812;38402;0.161694137;0.0390717;78.661620047;78.788811275;3568;5806;2459;6101;4612;19349;18528;16389;564;637;888;993;-356;3747;4747;3417;3855;892;2422;2192;1518;31;3767;273;3;1664;105;2;1457;109;2;1244;25796;13880;11916;1834;206;11981;4757;3127;5725;17493;67.812839199876;29434;21132;71.7945233403547;-3639;42;326;375;280;75;5;1103;1061;39673;16198;1666;3059;519;535;45;7630;274433;67846;89.1;68020;89.3;68020;89.3;12223;121.3;129;1699;145;217;121;93;23;5;210;31;51;128;22822;38059;2678;14778;20603;191398;16617;457305;2037016;350;281;69;421;10;590;523;526;270;601;849;36626;1003875.423;27408.8194998089;126994.11;3467.32130180746;38129;482.932884120933;859083;22530.960686092;65816.972;601.574;10315.292;22411.323;32165.433;385.345230698;421.212846322;357.284002501;862.517324527;510.41861928;864.44000629;311.768572066;311.356559365
35;9277;;;Insgesamt;1281.4147;7329.68;462.4;469.91;4853.08;4697.34;78874.75;33139.14;1313.92;1698.59;12994.98;104013;116634;119218;59402;14.618365012;2.215477477;81.170741605;93.036576896;6039;9827;4046;9963;6945;30624;26987;24787;964;1038;1345;1432;-394;7299;8445;6414;7010;1435;4495;4098;2669;43;6463;422;4;2721;172;3;2300;187;1;2143;36855;19173;17682;2952;395;15170;7901;4590;8799;25014;67.8713878713879;45810;33984;74.1846758349705;-8970;87;438;726;935;331;49;2566;2479;127050;37191;109887;9157;1040;980;87;8442;270902;105689;90.1;96666;82.4;96666;82.4;6628;118.2;197;2576;289;510;296;256;24;16;520;60;173;287;36598;52797;3798;14241;34758;299176;4324;188399;923739;520;446;74;626;16;1349;1218;1108;302;845;1137;55713;1714934.279;30781.5820185594;240943.988;4324.73548363937;56656;480.330982094411;1388301;24504.0419373058;113152.406;2350.369;10700.515;43333.189;56565.464;363.717663226;345.772967349;342.092413374;954.574571653;617.512110143;1006.423066216;207.404797117;194.986662605
36;9278;;;Insgesamt;1201.9289;6093.73;655.5;463.06;5185.29;5042.38;70453.77;33107.67;2012.51;2221.36;12235.38;81062;95852;98806;49683;21.889417976;3.081834495;67.443195527;82.206118493;5096;8664;3503;7925;5618;26607;22905;18488;815;817;961;960;-143;6832;7366;6064;6390;976;3543;3333;2321;42;4983;342;3;1271;98;2;1417;108;0;0;23790;13029;10761;2562;708;11158;4299;1936;5689;17035;71.6057166876839;39850;33105;83.0740276035132;-16070;60;419;641;571;329;81;2101;2041;41684;15835;87016;11398;888;964;62;7394;261268;92082;94.9;89401;92.1;89171;91.9;5916;115.4;142;1487;432;569;297;262;21;14;413;40;99;274;31564;42364;1873;10717;29774;242868;4255;178096;607572;510;434;76;647;8;571;531;495;266;539;631;45071;1469529.265;32604.7628186639;211996.377;4703.60934969271;47843;490.239878677337;1234085;25794.4735907029;92556.231;2166.999;8863.199;33507.791;47873.626;345.670660412;341.99428003;336.307687527;942.163226043;588.580946273;1000.551782406;207.07212067;219.42637827
37;9279;;;Insgesamt;877.7919;5363.38;498.29;364.17;3983.46;3894.29;55092.58;18908.87;1488.14;2080.3;10039.7;75517;90156;94104;48369;24.613001046;4.379076268;86.030827419;107.205595871;4718;7731;3169;8011;6354;25223;21465;17433;790;771;901;958;-187;7614;7918;6640;7087;831;3192;3068;2092;26;4924;333;3;2152;138;2;1953;136;1;2457;49522;32957;16565;5458;816;29411;7637;6072;5586;38177;77.0909898630912;41639;30312;72.7971372991667;7865;38;250;463;435;260;88;1534;1496;31759;5965;179259;6147;731;631;46;29214;1666674;91537;99.7;85555;93.2;85476;93.1;4941;124.7;97;922;293;489;220;194;16;10;334;50;74;210;28881;40562;2516;10587;27459;230005;1284;65351;185352;536;457;79;632;11;791;750;650;224;491;748;51008;1483784.969;29089.2599004078;222215.607;4356.48539444793;54151;594.99401171287;1287207;23770.6967553692;199379.875;1612.108;9225.342;132957.548;55479.969;339.258311482;312.983074435;304.281850008;2124.882767955;2548.059074293;2602.984685232;129.909836331;130.387116105
38;9371;;;Insgesamt;1255.7536;5382.21;842.15;495.8;5778.76;5562.72;49702.01;60353.36;1124.91;1896.16;11994.27;94617;103901;103568;51767;9.460244988;-0.320497397;75.347003783;82.475014931;4827;8432;3595;8506;6070;26076;25166;20896;716;808;1120;1262;-454;5356;6669;5005;5682;987;3778;3448;2283;34;5159;351;2;1095;67;1;698;52;1;704;27488;15535;11953;1264;200;12367;5532;2451;6938;17624;64.1152502910361;41842;31985;76.44233067253;-14361;20;250;369;426;247;60;1372;1352;52505;19837;49910;2772;799;779;57;7839;327076;103121;100;98370;95.4;97138;94.2;10274;133.2;128;1383;205;291;326;297;27;2;407;19;62;326;30334;49002;2529;16131;30342;258272;2754;115794;289265;518;417;101;612;18;1276;1157;939;533;918;1368;50875;1490182.004;29291.0467616708;210368.761;4135.0125012285;55353;526.269252709641;1322581;23893.5739706972;85762.685;1074.014;8561.527;24801.448;51129.427;332.061786185;341.93791499;373.213515256;831.339882903;401.255375041;842.224491576;290.850030075;287.114755689
39;9372;;;Insgesamt;1520.1617;8176.24;323.32;550.53;6699.33;6478.07;65837.17;65952.79;1664.63;2812.16;15703.72;121401;125689;126359;63117;4.083986129;0.533061764;79.860672561;83.12217135;6270;10000;4048;10196;7526;32810;29877;25632;1076;1048;1325;1461;-413;6400;7016;5876;6095;921;3824;3928;2765;49;6332;420;5;2691;172;3;2378;168;1;2544;48597;26766;21831;4629;394;23872;9469;4529;10331;34208;70.3911764100665;50544;36172;71.565368787591;-1964;55;520;773;746;268;40;2402;2347;110884;38276;23062;3238;960;854;98;16776;568302;121817;97.1;110082;87.7;109709;87.4;8111;133.5;240;3135;318;625;314;263;35;16;552;51;143;358;38758;59800;3201;20058;36541;318612;13999;443480;1801813;583;492;91;741;18;1356;1254;1098;681;1151;1659;60155;1739640.574;28919.3013714571;232946.008;3872.42968996758;62425;486.471532550927;1443689;23126.7761313576;108483.252;1331.578;11977.469;40629.6;54362.197;325.774694061;333.046069059;327.325138269;860.623012725;583.373385587;934.018214705;256.470749405;255.898668192
40;9373;;;Insgesamt;1344.1175;6397.9;589.24;690.89;6728.29;6559.9;58996.21;50615.77;728.53;9664.92;14150.95;105346;126436;130385;65671;23.768344313;3.123319308;78.375442669;97.003987739;7050;11012;4610;11213;7898;34804;30008;23790;1154;1211;1263;1368;-157;7879;8766;6645;7218;1548;4657;4341;3043;45;7080;483;4;3300;202;3;3198;236;1;2330;45358;25452;19906;2800;194;20051;8954;5668;10491;28666;63.199435601217;53318;36644;68.7272590869875;-7978;37;420;620;464;272;71;1884;1847;52411;19848;42103;17240;1035;857;103;13332;483982;127367;99.9;123455;96.8;123370;96.8;7408;121.4;205;4185;432;862;404;347;22;35;689;96;233;360;37705;56697;3285;17476;35936;307881;3153;212616;406544;637;509;128;723;19;1163;1078;1001;671;1071;1799;62462;2034075.243;32565.0034100733;313779.112;5023.52009221607;66907;523.655972888572;1731382;25877.4418222309;131685.692;1506.274;10728.728;51334.416;67911.908;309.650031658;296.297335521;312.537623546;1017.262840766;736.911186472;1145.155881376;143.227355937;147.07231634
41;9374;;;Insgesamt;1427.6752;7545.15;632.49;466.18;6109.94;5869.8;50607.75;66831.89;2754.99;7819.13;14451.98;91792;96316;95078;47226;3.579832665;-1.285352382;64.29451978;66.596156001;4496;7844;3421;7744;5465;24489;22734;18885;688;771;1018;1148;-377;4956;5355;4923;5116;239;3907;3458;2150;39;4596;310;2;1146;86;2;1374;100;1;171;28723;17123;11600;1717;278;14766;4004;2123;7552;21323;74.2366744420847;37530;30147;80.3277378097522;-8824;19;213;405;492;272;37;1438;1419;64660;25278;27673;2593;635;632;78;10987;394816;95285;99.8;90435;94.7;88409;92.6;7127;128.6;104;1353;158;269;147;131;14;2;220;22;33;165;28725;45923;1951;15642;28330;245111;2583;102338;236443;415;334;81;502;14;953;884;765;364;731;1107;46059;1330150.51;28879.2746260231;186039.258;4039.15104539829;50039;514.746273569863;1169734;23376.44637183;77801.601;942.355;7742.541;25474.802;43463.288;349.320527268;331.643861141;332.806605647;818.034245279;480.189616015;871.948605796;343.862457699;333.675239536
42;9375;;;Insgesamt;1391.9027;7859.37;494.1;742.21;6689.58;6384.29;70720.97;48047.66;2361.1;2275.28;15619.76;144292;182289;189390;94531;31.254678014;3.895462699;103.665493211;136.065809325;10458;16192;6354;14906;10645;51769;44171;34895;1665;1737;1620;1798;-61;12264;14168;11109;11952;2216;7836;7290;4644;49;9138;618;4;2366;167;2;1808;135;0;0;42463;24569;17894;3649;437;17238;11359;5150;8279;32230;75.9013729599887;77526;67312;86.8250651394371;-35082;36;288;522;574;314;115;1849;1813;40508;14064;36202;3316;1596;1373;65;11893;590825;185040;99.9;178361;96.3;177866;96;9286;115.9;188;1911;554;901;449;376;36;37;743;88;245;410;54618;84657;5183;26490;52984;444657;3009;185089;402523;841;703;138;1000;22;1908;1807;1446;453;1002;1496;88101;3183097.823;36130.0986708437;512419.414;5816.27239191383;95949;522.040740821346;2755744;28720.9246578912;169807.06;1735.818;18399.93;39634.371;109746.795;302.518521617;297.323640761;319.738067422;903.916596134;455.650468175;980.007255519;163.921712012;167.644347106
43;9376;;;Insgesamt;1464.9802;7444.9;898.66;530.98;7045.83;6702.53;57917.46;65342.28;4134.01;3183.9;15505.69;131260;142407;144864;72784;10.36416273;1.725336535;89.598492812;98.884626411;7081;11557;4776;11789;8842;38292;33845;28682;1107;1188;1593;1677;-489;8541;9790;7513;8060;1730;4674;4581;3115;49;7477;532;5;3013;201;5;3689;279;1;2793;52974;30643;22331;4131;438;23510;10302;8222;10501;36611;69.1112621285914;59289;42942;72.4282750594545;-6331;38;363;535;573;301;38;1848;1810;71596;26331;50776;3488;1108;858;124;18193;670779;142612;99.8;138484;96.9;136107;95.3;10257;129.1;153;1566;405;752;254;208;26;20;418;69;127;222;41225;67044;3418;24198;39428;344732;3167;144328;356344;744;620;124;864;18;1737;1554;1163;701;1313;1897;71143;2066371.376;29045.3224632079;288151.675;4050.31661583009;76523;535.860340046497;1838781;24029.1284973145;140539.521;1203.235;12861.863;55048.934;71241.436;331.008291472;326.013944076;339.183511399;974.973610273;646.107640117;1041.694124748;217.877505942;196.582700851
