"Laufende
Nummer";"Regional-
schlьssel";"Gemeinde-
schlьsselnr.";"Vgem-
schlьssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
820;9278159;159;252;Niederwinkling;25,6461;58,14;58,11;6,93;122,58;122,18;1822,44;180,44;140,47;61,05;327,52;1759;2493;2716;1367;54,40591245;8,945046129;68,57699805;105,8869396;167;262;90;216;161;807;621;392;28;27;20;17;10;176;178;138;123;55;109;109;74;1;166;10;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1954;1246;708;139;Х;1509;221;Х;175;1626;83,21392016;1209;884;73,11827957;742;3;15;22;15;5;3;63;60;755;245;5919;Х;31;14;9;1444;57970;2599;98,9;2518;95,8;2518;95,77786231;Ц;114,6;1;Х;15;19;17;10;5;2;31;5;12;14;850;1138;56;248;834;6578;Х;Х;Х;21;16;5;23;0;0;0;0;8;15;20;1266;59838,054;47265,4455;11094,163;8763,161927;1418;557,6091231;43286;30526,09309;10271,197;48,786;330,432;8147,821;1741,196;319,9921291;320;319,9999537;3823,975056;4983,121742;4543,962025;Ц;Ц
821;9278167;167;;Oberschneiding;60,771;69,36;26,83;8,9;245,7;245,7;4843,87;648,36;14,79;59;483,17;2419;2739;2915;1466;20,50434064;6,425702811;39,80582524;47,96774724;167;247;99;246;151;763;678;564;31;28;33;39;-11;188;201;111;156;45;159;148;90;1;100;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;582;310;272;81;34;193;101;64;190;389;66,83848797;1167;974;83,46186804;-585;2;10;35;27;31;7;112;110;Х;Х;7111;44;27;24;Ц;Ц;Ц;2846;99,9;2811;98,6;2811;98,63157895;Ц;121,9;4;64;42;48;22;19;1;2;39;6;16;17;982;1177;19;200;958;7640;Ц;Ц;Ц;11;7;4;11;1;51;51;42;41;44;62;1336;55867,938;41817,31886;9401,404;7036,979042;1375;497,1077368;41853;30438,54545;2370,2;181,521;187,622;479,447;1511,309;359,9964302;350,0018655;349,9991324;822,7004512;358,2891357;839,2467893;199,3793822;212,3236376
822;9278170;170;;Parkstetten;19,5022;77,55;20;25,12;105,77;105,76;1124,8;57,09;321,57;95,34;270,63;2249;3006;3158;1573;40,41796354;5,05655356;115,3333333;161,9487179;171;271;116;222;164;844;765;605;36;31;26;26;5;200;223;194;194;29;117;111;78;2;161;13;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;382;203;179;50;Х;126;Х;72;76;267;69,89528796;1298;1183;91,14021572;-916;0;2;12;6;2;1;23;23;200;90;424;Ц;28;23;1;Х;Х;3130;100;3087;98,6;3087;98,62619808;Ц;110;5;18;19;21;14;12;1;1;22;Ц;9;13;1098;1419;50;312;1057;8026;Х;Х;Х;22;22;Ц;29;0;0;0;0;Х;6;9;1528;62949,438;41197,27618;10529,998;6891,359948;1679;544,2463533;52122;31043,47826;2751,427;31,193;355,914;485,122;1871,673;350,0112208;339,9986626;350;876,2506369;345,1340764;904,3092357;185,1936306;223,881761
823;9278171;171;252;Perasdorf;16,0429;12,36;1,9;0,53;52,82;52,82;633,96;799,79;5,6;13,44;109,76;628;625;551;277;-12,2611465;-11,84;39,1521197;34,35162095;31;59;24;46;26;120;132;113;1;8;3;9;-1;29;25;39;34;-9;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;88;23;65;Х;Х;Х;Х;Х;Х;75;85,22727273;225;213;94,66666667;-138;3;9;9;6;2;1;30;27;1126;468;Х;Х;3;4;Ц;Ц;Ц;307;54,2;252;44,5;252;44,5229682;15;106,8;2;Х;Ц;Ц;2;2;Ц;Ц;2;1;1;Ц;189;247;9;69;169;1378;Х;Х;Х;7;7;Ц;10;0;0;0;0;Х;Ц;4;263;8577,683;32614,76426;1202,389;4571,821293;275;487,5886525;7809;28396,36364;321,683;18,444;26,759;23,912;251,833;339,9815668;329,9913676;330,0120707;579,609009;152,7783784;595,4288288;530,363964;558,405959
824;9278172;172;250;Perkam;14,2277;43,34;21,79;5,25;74,55;59,94;1009,88;163,66;11,7;30,48;177,17;1104;1550;1514;776;37,13768116;-2,322580645;77,58257203;106,3949403;68;152;55;99;81;402;367;290;10;7;12;5;2;61;90;99;66;24;67;48;39;1;83;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;163;125;38;6;Ц;101;Х;34;Х;120;73,6196319;638;595;93,26018809;-475;0;3;9;6;4;0;22;22;169;Х;568;Ц;5;9;1;Х;Х;1502;100;1478;98,4;1478;98,40213049;Ц;105,5;3;20;10;17;8;7;Ц;1;13;Ц;8;5;528;638;14;129;495;3869;Ц;Ц;Ц;8;7;1;7;0;0;0;0;Ц;3;9;709;27433,035;38692,57405;4199,697;5923,409027;774;511,9047619;23883;30856,58915;1286,119;30,495;125,061;295,896;832,227;349,9942614;349,9972014;350,0010849;857,4126667;343,3946667;880,408;276,2746667;296,0238095
825;9278177;177;250;Rain;14,2887;66,67;16,4;8,4;77,81;76,04;858,37;265,5;25,29;45,4;206,61;1720;2744;2821;1430;64,01162791;2,806122449;120,3638908;197,4107768;179;246;110;222;150;764;711;439;32;22;13;15;7;150;137;151;128;9;121;126;87;2;273;19;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;393;197;196;14;Ц;93;153;33;114;281;71,50127226;1252;1140;91,0543131;-859;0;6;7;5;4;3;25;25;279;134;608;Ц;23;20;Ц;Ц;Ц;2784;100;2774;99,6;2774;99,6408046;Ц;109,9;4;52;11;12;23;23;Ц;Ц;24;1;3;20;989;1215;27;232;956;7258;Ц;Ц;Ц;4;4;Ц;11;0;0;0;0;Х;3;6;1385;55251,576;39892,83466;9060,136;6541,61444;1549;558,1981982;49488;31948,35378;2778,642;29,516;246,155;830,472;1667,408;350,0059291;350;330;986,7336648;524,7102273;1044,194602;218,9446023;210,8806758
826;9278178;178;;Rattenberg;30,218;50,72;18,33;8,9;127,98;127,98;1296,81;1318,8;16,8;45,3;281,17;1793;1760;1713;876;-4,461795873;-2,670454545;59,3315685;56,68431502;75;170;55;120;91;444;391;367;9;12;21;21;-9;91;83;137;73;10;67;49;36;2;119;9;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;451;193;258;45;Х;Х;343;7;37;340;75,38802661;683;572;83,74816984;-232;3;12;15;13;5;1;49;46;2220;1006;Х;Х;8;9;2;Х;Х;1129;65;1274;73,3;1274;73,34484744;90;113,7;3;Х;8;23;1;1;Ц;Ц;2;Ц;1;1;610;808;31;240;537;4564;279;13830;44001;2;Ц;2;Ц;0;0;0;0;Ц;5;Х;797;26436,582;33170,11543;3562,113;4469,401506;839;489,212828;21290;25375,44696;1757,61;35,538;130,627;789,426;800,259;319,989195;319,9995101;319,9999351;1031,461268;792,3978873;1146,765258;330,3450704;223,4846198
827;9278179;179;246;Rattiszell;22,1944;41,77;11,92;2,82;105,01;105;1223,63;666,19;9,81;33,49;232,41;1314;1453;1501;786;14,23135464;3,303509979;59,215863;67,64308247;105;109;44;112;80;357;373;321;21;12;8;13;-1;86;86;135;78;8;68;77;56;1;52;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;652;482;170;52;Х;Х;Х;Х;Х;576;88,34355828;559;483;86,40429338;93;3;10;13;13;4;0;43;40;1779;Х;402;Х;8;13;Ц;Ц;Ц;1186;77;1095;71,1;1095;71,0577547;31;117,5;6;44;5;21;2;2;Ц;Ц;3;Ц;1;2;529;694;42;200;452;3893;Х;Х;Х;4;Ц;4;Ц;0;0;0;0;Х;12;9;699;27858,207;39854,37339;4849,576;6937,876967;744;493,3687003;23027;30950,26882;1631,793;35,518;123,618;652,115;817,312;379,9935808;370,0029931;339,9999311;1082,090849;828,2354111;1147,901857;174,1007958;Ц
828;9278182;182;256;Salching;21,9999;62,15;48,43;8,95;84,69;84,68;1818,07;72,93;6,31;24,01;254,54;1695;2421;2553;1258;50,61946903;5,452292441;77,04545455;116,0454545;143;223;85;183;136;648;667;468;22;22;14;20;2;144;105;138;131;-26;109;103;68;1;80;6;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1204;937;267;154;4;895;106;149;50;1102;91,5282392;1089;989;90,81726354;113;0;3;6;14;9;4;36;36;Х;Ц;Х;69;21;25;3;809;39676;2582;100;2530;98;2530;97,98605732;Ц;122,7;3;24;10;14;4;4;Ц;Ц;4;Ц;2;2;881;1073;17;203;853;6474;Х;Х;Х;6;3;3;4;0;0;0;0;Х;6;9;1236;52104,189;42155,49272;8670,401;7014,88754;1360;534,8014157;43961;32324,26471;3484,404;54,21;299,927;1372,821;1745,416;330,0054788;329,99989;350;1350,544186;813,6693798;1410,537209;Ц;Ц
829;9278184;184;;Sankt Englmar;36,8576;48,75;30,54;42,77;123,68;123,68;731,02;2564,14;10,21;44,76;296,25;1287;1544;1861;955;44,5998446;20,53108808;34,91589799;50,48833424;94;110;44;155;159;498;442;359;20;20;15;16;4;251;269;194;194;75;56;61;39;1;46;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;531;242;289;113;Х;Х;300;29;78;284;53,48399247;767;520;67,79661017;-236;1;7;16;6;1;0;31;30;521;214;Ц;42;20;23;Ц;Ц;Ц;1311;74,6;1581;90;1581;89,98292544;106;116,7;3;25;1;-1;6;5;1;Ц;7;1;2;4;525;962;171;340;451;4472;2303;84929;337227;14;11;3;13;0;0;0;0;Х;8;7;841;32341,878;38456,45422;6384,243;7591,252081;852;507,1428571;20423;23970,65728;1640,533;24,017;328,017;575,975;709,554;350;339,9985489;340,00064;899,9083928;669,2995063;966,5008228;287,3417444;212,5444802
830;9278187;187;252;Schwarzach, M;33,2213;61,57;23,17;8,92;98,71;98,71;1451,05;1450,76;10,43;29,26;290,84;2263;2743;2812;1395;24,25983208;2,515493985;68,12161349;84,64780253;141;216;82;268;187;744;698;476;17;21;24;32;-11;252;286;244;258;28;104;109;79;2;264;25;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;790;349;441;176;Х;165;73;Х;391;546;69,11392405;1240;996;80,32258065;-450;2;18;22;11;4;2;59;57;2335;955;Х;Х;21;28;2;Х;Х;2388;85,5;2592;92,8;2592;92,83667622;182;115,6;11;79;9;22;9;7;Ц;2;24;6;12;6;862;1279;75;427;777;6978;143;5635;16044;5;5;Ц;7;0;0;0;0;26;31;37;1416;47310,382;33411,28672;7256,755;5124,826977;1488;530,2922309;39640;26639,78495;2524,567;48,258;258,434;731,804;1483,073;350;340;320,0004508;896,5081676;476,3171165;960,3338068;293,1931818;325,0060391
831;9278189;189;246;Stallwang;20,586;40,09;10,45;4,48;115,33;115,33;1177,21;544,62;14,94;26,27;236,95;1326;1418;1405;714;5,957767722;-0,916784203;64,40019427;68,23700826;73;115;51;115;80;364;342;265;9;7;16;15;-8;87;64;116;45;19;68;71;47;1;69;3;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;213;94;119;34;Х;86;20;Х;70;140;65,72769953;588;516;87,75510204;-376;0;5;5;10;8;4;32;32;3017;1241;Х;Х;6;8;Ц;Ц;Ц;1143;81;1082;76,7;1082;76,6832034;7;107,6;2;Х;4;6;3;3;Ц;Ц;5;1;1;3;498;653;29;180;444;3784;Ц;Ц;Ц;5;5;Ц;5;0;0;0;0;3;14;10;654;23246,328;35544,84404;3292,75;5034,785933;696;502,1645022;19486;27997,12644;1252,54;25,622;115,392;424,31;683,961;379,9792377;380,0039518;379,9993892;890,8534851;449,6109531;883,8798009;351,1209104;344,7552046
832;9278190;190;;Steinach;23,147;78,36;32,06;32,46;172,24;172,24;1084,13;697,15;66,32;64,53;366,4;2073;2911;3177;1624;53,25615051;9,137753349;89,54643629;137,2354212;185;248;106;249;229;837;791;532;30;31;26;31;0;260;270;224;240;30;122;115;76;1;91;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;490;304;186;55;Х;160;Х;23;73;368;75,10204082;1333;1211;90,84771193;-843;0;8;11;8;2;3;32;32;575;236;2882;Х;20;29;1;Х;Х;3110;99,6;3062;98;3062;98,04674992;537;127,4;4;23;25;27;20;19;1;Ц;21;Ц;2;19;1053;1353;85;291;977;7714;Х;Х;Х;26;22;4;40;0;0;0;0;Х;6;11;1551;66751,361;43037,62798;13900,82;8962,488717;1671;551,8494055;51581;30868,34231;3106,217;48,966;311,166;882,208;1859,117;359,9911778;360;360,0003378;997,8210729;479,6296177;1017,870543;185,5856087;220,464005
833;9278192;192;257;Straяkirchen;38,3953;76,38;141,36;12,57;151;137,71;3179,81;138,81;14,44;40,75;454,06;2725;3221;3159;1591;15,9266055;-1,924868053;70,96354167;82,265625;153;259;109;248;180;772;830;608;23;26;25;17;9;255;171;243;200;-29;148;105;71;2;251;19;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;633;420;213;74;Х;263;106;170;Х;454;71,72195893;1361;1182;86,84790595;-728;0;6;10;29;11;1;57;57;Х;Х;2051;Ц;18;25;Ц;Ц;Ц;3131;98,1;3132;98,1;3132;98,08957094;404;123,9;5;140;36;46;6;4;2;Ц;9;1;4;4;1073;1406;30;349;1027;8051;Х;Х;Х;15;13;2;22;0;0;0;0;Х;9;15;1622;66407,151;40941,52343;11692,16;7208,483354;1733;554,3825976;51673;29817,08021;3855,108;86,161;345,025;1429,429;1990,471;330,0049791;330,0000956;349,9997373;1219,584941;833,8079722;1283,364442;17,97405884;Ц
834;9278197;197;;Wiesenfelden;78,1985;89,59;19,1;12,57;278,59;278,58;3079,93;3903,7;74,55;93,11;563,17;3054;3590;3750;1934;22,78978389;4,456824513;39,05370844;47,95396419;198;321;132;310;223;939;936;691;46;41;45;42;-1;176;222;160;196;26;107;109;85;2;207;17;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;616;171;445;315;11;104;61;28;412;433;70,29220779;1585;1404;88,58044164;-971;5;41;30;20;13;3;112;107;3580;1349;168;1915;33;27;Ц;Ц;Ц;3141;84,4;3036;81,5;3036;81,5471394;213;98,3;9;45;28;31;8;8;Ц;Ц;9;Ц;-1;10;1211;1594;65;431;1098;9196;Х;3554;5374;15;13;2;14;1;43;37;40;4;18;22;1790;61866,965;34562,55028;9330,083;5212,336872;1879;508,6626963;54505;29007,45077;2666,467;87,361;241,839;617,844;1713,738;350,0040064;349,9992764;350,0002313;716,2146119;313,1933924;736,2497985;351,9591727;372,3131178
835;9278198;198;249;Windberg;7,9729;29,82;1,37;1;38,32;38,33;398,79;262,22;1,7;8,97;96,44;884;1052;1119;574;26,58371041;6,368821293;110,9159348;140,4015056;55;96;28;88;86;297;247;222;4;11;7;6;5;137;92;79;84;8;28;22;16;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;82;42;40;5;Х;50;Ц;Ц;Х;51;62,19512195;480;449;93,54166667;-398;0;4;1;3;2;0;10;10;363;Х;Ц;Х;15;8;Ц;Ц;Ц;1043;98,5;1027;97;1027;96,9782814;Ц;117,9;4;26;5;10;2;2;Ц;Ц;7;4;Ц;3;367;498;35;139;324;2725;Х;Х;Х;1;1;Ц;2;0;0;0;0;Х;Х;Х;509;16467,847;32353,33399;2348,939;4614,811395;548;518,448439;14830;27062,0438;790,55;10,634;85,565;185,282;507,023;380,0571837;380,0017764;359,9996308;715,4298643;272,0497738;722,0660633;343,2904977;414,7877698
836;9279112;112;;Dingolfing, St;43,9994;340,48;376,39;68,35;317,03;296,55;2082,97;691,42;157,01;152,78;1251,68;13856;17773;19503;10120;40,75490762;9,733865976;314,9090909;443,25;1108;1484;597;1689;1506;5213;4389;3517;199;208;178;173;35;1977;1843;1820;1690;153;617;680;474;4;1084;84;1;746;50;1;895;58;1;2486;29995;22777;7218;3574;Х;Х;2859;4233;1934;24779;82,61043507;9350;4154;44,42780749;20625;0;9;21;16;8;5;59;59;920;Х;3069;Х;170;126;9;Х;Х;19255;100;19076;99,1;19076;99,07037133;2083;124,9;9;168;92;107;93;70;20;3;168;36;33;99;4740;8846;1001;3466;4379;41956;446;23423;61200;103;95;8;134;1;136;132;104;21;155;74;10525;396727,037;37693,78024;67567,85;6419,748219;11593;618,1614589;346957;29928,1463;91248,092;52,213;2643,627;71110,257;17425,035;250,0023941;249,9999527;300;4706,906634;6615,324925;6046,596513;Ц;Ц
837;9279113;113;;Eichendorf, M;98,1891;172,93;98,76;31,82;372,26;372,26;6665,36;1794,92;109,23;184,52;924,59;6236;6426;6630;3410;6,318152662;3,174603175;63,50952235;67,52215093;300;501;198;519;404;1661;1644;1403;43;49;63;64;-15;392;389;363;273;116;219;200;150;2;276;17;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1337;778;559;277;210;593;186;58;290;660;49,36424832;2919;2242;76,80712573;-1582;6;31;31;40;23;21;152;146;4395;344;17622;1680;48;32;4;274;9174;6518;99,7;5772;88,3;5772;88,29738412;434;125,3;8;144;21;30;21;18;Ц;3;45;18;9;18;2326;2878;119;491;2268;17973;Х;Х;Х;20;16;4;18;2;81;76;75;47;53;86;4743;127886,176;26963,14063;19783,349;4171,062408;4964;769,6124031;107470;21649,87913;5809,286;194,317;454,183;1387,745;3765,181;350,0009006;320,0004227;310,0001554;884,8874334;444,0223915;955,4505712;222,8654989;239,4768904
838;9279115;115;;Frontenhausen, M;30,4273;99,53;27,72;13,44;136,27;135,8;1756,33;805,64;24,48;57,6;363,61;3158;4418;4637;2406;46,83343889;4,956994115;103,7791653;152,3825173;267;388;147;403;389;1205;1009;829;50;36;74;53;-17;492;482;530;415;67;184;189;106;1;152;13;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;914;490;424;215;Х;315;161;Х;204;616;67,39606127;2198;1901;86,48771611;-1285;1;4;15;16;13;1;50;49;2600;505;10511;Ц;29;35;3;174;4532;4642;99,8;4343;93,4;4343;93,39784946;267;127,1;2;Х;26;35;8;7;1;Ц;9;Ц;1;8;1394;1958;108;614;1236;10623;Х;Х;Х;10;9;1;10;1;100;94;87;10;26;25;2380;84714,866;35594,48151;13477,188;5662,684034;2490;537,3327579;73205;29399,59839;3977,027;49,285;394,524;939,766;2586,732;350,0106527;350,0004436;350;859,5260428;375,7927383;885,5014048;260,9889777;254,4421872
839;9279116;116;208;Gottfrieding;27,0637;57,8;24,62;8,59;140,3;135,43;1535,34;689,92;63,03;75,72;282,52;1601;2057;2290;1269;43,03560275;11,3271755;59,16481892;84,62675536;104;180;78;169;153;658;582;366;15;20;17;12;8;318;301;273;300;1;92;64;47;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;264;189;75;39;Х;101;64;86;Х;208;78,78787879;1122;1066;95,00891266;-858;0;5;4;6;5;3;23;23;342;Х;Х;Ц;25;20;1;Х;Х;2273;100;2151;94,6;2151;94,63264408;Ц;116,6;10;79;4;29;2;2;Ц;Ц;6;Ц;Ц;6;738;906;34;150;722;5466;Х;Х;Х;12;6;6;8;0;0;0;0;Х;Х;4;1150;44769,321;38929,84435;7555,145;6569,691304;1268;574,2753623;40733;32123,81703;2048,702;43,654;176,457;392,367;1431,811;390,0116144;390,0033153;390,0002542;881,5413081;282,9832186;869,8709122;244,1049914;217,9435231
840;9279122;122;;Landau a.d.Isar, St;84,3943;290,83;123,9;67;429,28;420,54;5343,21;1289;197,28;225,43;1173,31;11299;12500;13364;6643;18,27595362;6,912;133,8902714;158,3599953;702;1140;445;1078;858;3324;3045;2772;119;129;134;140;-11;1344;1238;1167;1041;197;525;455;311;3;1017;71;1;676;48;1;891;61;Ц;Ц;5862;2551;3311;718;231;1545;1797;823;1466;3882;66,22313204;5589;3612;64,62694579;270;9;25;36;45;23;11;149;140;3594;553;26455;36;100;111;7;758;29694;13215;100;12563;95,1;12555;94,99848668;1025;127,4;14;199;43;132;33;28;3;2;52;6;16;30;4010;6188;505;1910;3773;34586;205;10946;20466;76;60;16;71;2;170;133;134;53;115;314;6908;250006,732;36190,89925;41238,099;5969,614794;7385;572,7914372;206565;27970,88693;17822,611;186,048;1481,743;8243,838;7896,151;380;380,000359;379,9999423;1330,343435;804,072255;1320,342092;164,2699112;93,65913454
841;9279124;124;;Loiching;38,8934;98,56;38,24;11,15;174,01;170,3;2315,92;979,03;58,8;73,37;423,34;2871;3507;3584;1897;24,83455242;2,195608782;73,82360504;92,15736693;157;274;125;292;231;943;957;605;28;23;26;32;-9;249;228;196;198;30;100;90;62;1;181;11;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;853;604;249;154;12;Х;321;66;Х;699;81,94607268;1683;1531;90,96850862;-832;1;11;27;27;10;2;78;77;2110;Х;12144;Х;34;27;1;Х;Х;3551;100;3305;93,1;3305;93,07237398;Ц;130,8;4;24;14;23;13;12;Ц;1;19;7;1;11;1209;1487;48;252;1187;9229;Х;Х;Х;9;7;2;8;0;0;0;0;Х;10;4;1883;85713,269;45519,52682;16384,069;8701,045672;2070;587,400681;72839;35187,92271;4984,841;66,275;329,078;2037,362;2546,838;330,0054773;329,9986964;330,0001153;1399,450028;948,4160584;1512,291971;Ц;Ц
842;9279125;125;208;Mamming;41,4833;81,1;57,8;18,94;178,35;167,9;2363,88;878,09;240,67;124,12;430,74;2309;2871;3256;1730;41,01342573;13,40996169;55,66538091;78,49566056;173;265;95;259;233;970;719;542;24;34;24;18;16;576;363;316;491;-128;117;115;75;2;271;18;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;981;655;326;439;Х;457;195;Х;81;588;59,93883792;1646;1255;76,2454435;-667;1;7;19;16;10;5;58;57;291;Х;6112;Х;25;18;5;827;15840;3148;100;2895;92;2852;90,59720457;272;112;3;24;9;10;11;11;Ц;Ц;12;Ц;2;10;1013;1285;49;263;973;7597;89;5269;14150;14;14;Ц;25;0;0;0;0;Х;11;21;2371;63300,314;26697,72838;10032,094;4231,165753;2478;789,1719745;55587;22432,20339;3701,246;69,73;373,758;1400,434;1852,22;369,9989388;369,9988121;370,0003051;1129,461703;664,3906012;1138,816295;114,5083918;144,8724584
843;9279126;126;;Marklkofen;40,7231;102,06;85,85;15,74;181,54;170,47;2278,52;1062,78;93,37;74,57;485,07;3358;3561;3690;1917;9,886837403;3,622577928;82,46561886;90,61886051;222;297;106;286;225;997;880;677;44;32;25;27;5;280;290;294;290;0;262;245;123;1;291;15;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;3797;1661;2136;197;8;Х;117;40;Х;3176;83,64498288;1763;1143;64,83267158;2033;3;14;16;17;11;4;65;62;2715;325;7101;72;41;32;2;Х;Х;3697;100;3322;89,9;3322;89,85664052;Ц;151,5;4;61;18;23;10;8;2;Ц;14;2;Ц;12;1275;1717;102;425;1190;9800;Х;3052;5756;15;13;2;14;0;0;0;0;Ц;4;13;2131;90637,104;42532,6626;16714,253;7843,384796;2357;625,0331477;73884;31346,62707;5876,045;54,824;484,532;2221,413;3109,664;319,9906613;320,0005283;309,9998423;1594,152198;1077,657352;1777,225176;Ц;43,82706767
844;9279127;127;;Mengkofen;84,6474;144,07;88,95;13,91;308,51;308,51;5203,48;2299,77;19,09;108,58;780,47;4326;5797;6117;3184;41,40083218;5,520096602;51,10454814;72,26225635;339;477;161;505;413;1693;1527;1002;59;63;68;53;10;571;546;495;558;-12;220;196;144;2;310;21;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1410;749;661;398;30;311;390;440;239;989;70,14184397;2915;2495;85,59176672;-1506;5;24;53;38;30;6;156;151;871;Х;30305;75;41;46;3;109;2754;6047;100;5284;87,4;5284;87,38217298;730;116,6;15;103;12;18;8;7;Ц;1;13;2;6;5;1869;2442;97;545;1800;14680;Х;Х;Х;18;16;2;20;1;63;57;66;5;15;32;3234;126133,843;39002,42517;21681,009;6704,084416;3490;573,3530475;106458;30503,72493;5548,076;156,828;443,457;1351,75;3588,486;329,997475;329,9997768;329,9997202;915,8263453;445,0995378;968,5818752;140,7269726;155,1618923
845;9279128;128;;Moosthenning;70,4007;135,06;63,39;13,27;279,1;279,1;4646,22;1483,99;22,08;186,37;626,97;3736;4700;4931;2585;31,98608137;4,914893617;53,06818182;70,04261364;269;396;160;379;325;1368;1173;861;48;40;31;43;-3;350;350;340;343;7;185;167;103;1;151;12;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;787;592;195;49;11;177;503;38;58;659;83,73570521;2283;2155;94,39334209;-1496;2;27;34;26;14;8;111;109;2212;445;6837;1111;41;30;1;Х;Х;4864;99,3;4524;92,4;4524;92,40196078;314;115,2;5;44;13;17;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1639;2014;73;323;1618;12440;68;2243;7383;17;14;3;21;0;0;0;0;Х;7;14;2557;106352,44;41592,66328;18468,699;7222,799765;2813;579,880437;93038;33074,2979;6350,949;115,371;673,655;2284,321;3269,038;359,9943834;369,9998352;329,9998256;1279,401491;857,0310234;1365,974617;Ц;Ц
846;9279130;130;;Niederviehbach;29,6197;68,33;27,1;7,21;130,81;124,91;1607,28;824,37;104,24;83,98;303,71;1901;2450;2580;1357;35,71804314;5,306122449;64,17960837;87,10330858;109;211;78;210;165;684;659;464;16;16;24;33;-17;228;214;172;183;31;104;86;61;1;103;10;1;594;37;Ц;Ц;Ц;Ц;Ц;632;447;185;191;7;83;342;41;159;523;82,75316456;1184;1075;90,79391892;-552;2;5;10;13;11;2;43;41;896;Х;Х;634;18;11;1;Х;Х;2525;99,8;2351;92,9;2351;92,92490119;Ц;125,5;1;Х;21;29;15;13;1;1;25;3;13;9;862;1086;47;209;830;6439;Х;Х;Х;8;8;Ц;9;1;52;51;44;6;13;16;1321;52744,998;39928,08327;9062,558;6860,376987;1430;569,7211155;46049;32202,0979;3210,862;46,259;188,54;1321,96;1652,083;339,9897104;339,9996393;339,9999244;1244,520155;869,4434109;1324,631783;51,99689922;Ц
